Timestamp,Type,Data
2025-02-08 17:44:56.761,SENT,ok
2025-02-08 17:44:56.765,RECEIVED,test ok
2025-02-08 17:44:58.451,SENT,ok
2025-02-08 17:44:58.455,RECEIVED,test ok
